Samples	SRR5602284	S030	SRR5602256	C052	SRR5602010	SRR5602119	S080	SRR5602345	SRR5602349	S110	S130	SRR5602210	SRR5602193	C042	SRR5602168	S050	SRR5602138	S290	SRR5602092	S150	SRR3679980	SRR5602155	S100	S010	C012	SRR5602016	S320	SRR5602145	SRR5602234	S240	SRR5602125	S280	C010	S220	S180	SRR5602335	SRR5602290	S260	S020	SRR5602220	SRR5602333	SRR5602182	SRR5602160	SRR5602179	SRR3679961	SRR5602134	SRR5602260	SRR5602351	C021	S210	S330	S200	SRR5602324	S120	SRR5602159
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	0.0004	0.0001	0.0	0.0001	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.049	0.0417	0.0801	0.0762	0.0203	0.0246	0.0445	0.0517	0.0622	0.0246	0.016	0.1114	0.0735	0.1323	0.2083	0.0362	0.0239	0.0482	0.018	0.0319	0.0565	0.0457	0.1903	0.2412	0.0739	0.0842	0.0877	0.0878	0.1251	0.0458	0.1245	0.0874	0.1357	0.0521	0.0216	0.1814	0.1392	0.0818	0.0885	0.0146	0.04	0.0983	0.0258	0.0373	0.0602	0.1004	0.0383	0.03	0.0788	0.0219	0.0229	0.0522	0.0408	0.0214	0.0232
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.0058	0.0413	0.0038	0.002	0.0001	0.0015	0.0576	0.0261	0.0025	0.035	0.0004	0.001	0.0704	0.0742	0.0066	0.001	0.0005	0.0068	0.0	0.0008	0.0	0.0105	0.0167	0.0039	0.0222	0.0209	0.0002	0.0007	0.003	0.0006	0.0001	0.0403	0.0057	0.2012	0.0078	0.0322	0.0034	0.0004	0.0093	0.0004	0.0	0.0008	0.0203	0.0057	0.0002	0.0104	0.0197	0.0003	0.003	0.0007	0.0023	0.0396	0.0	0.0293	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0.0	0.0039	0.0003	0.0	0.0	0.0001	0.0007	0.0001	0.0	0.0001	0.0	0.0	0.0	0.0005	0.0	0.0006	0.0	0.0006	0.0	0.0	0.0	0.0	0.0003	0.0001	0.001	0.0	0.0	0.0002	0.0	0.0006	0.0	0.0014	0.0004	0.0001	0.0	0.0	0.0	0.0014	0.0001	0.0	0.0	0.0002	0.0	0.0003	0.0	0.0	0.0001	0.0	0.0	0.0	0.0002	0.0058	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.2119	0.1275	0.0339	0.0024	0.0101	0.0112	0.0313	0.2491	0.0932	0.0214	0.0033	0.0969	0.1902	0.0154	0.0861	0.003	0.0096	0.0088	0.0046	0.0386	0.0042	0.007	0.0018	0.031	0.0042	0.0218	0.002	0.1342	0.0523	0.0329	0.0083	0.0198	0.0293	0.0097	0.0091	0.0453	0.0286	0.0261	0.0115	0.0111	0.0012	0.0086	0.0107	0.0179	0.0	0.0752	0.0707	0.0111	0.0207	0.0019	0.0039	0.0095	0.0069	0.0332	0.0087
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0001	0.0004	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.1328	0.0133	0.0032	0.0017	0.0006	0.0039	0.0	0.0088	0.0066	0.0001	0.0001	0.0139	0.0039	0.0002	0.0077	0.0003	0.0014	0.0008	0.0013	0.0017	0.0089	0.0018	0.0007	0.0077	0.0007	0.0056	0.0009	0.0085	0.0083	0.001	0.0002	0.0001	0.0003	0.0	0.0005	0.0081	0.0032	0.001	0.0017	0.0146	0.0005	0.0251	0.002	0.0061	0.0004	0.0163	0.0072	0.0135	0.0019	0.0001	0.0031	0.0003	0.0022	0.0004	0.0037
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0.0057	0.0087	0.0227	0.0003	0.0051	0.006	0.0066	0.1014	0.0172	0.0008	0.0118	0.042	0.0907	0.0047	0.0476	0.0007	0.0125	0.0035	0.0043	0.0071	0.0007	0.0059	0.0044	0.0021	0.0368	0.0087	0.0235	0.0539	0.0032	0.0049	0.0006	0.0	0.0065	0.0016	0.0	0.0329	0.0192	0.0002	0.0022	0.005	0.0096	0.0028	0.0029	0.006	0.0	0.0229	0.1883	0.0004	0.0328	0.0005	0.0084	0.0001	0.0069	0.0	0.0043
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0002	0.0	0.0	0.0655	0.0034	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.001	0.0	0.0	0.0015	0.0001	0.0002	0.0	0.0002	0.0	0.0008	0.0017	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.008
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.0004	0.0003	0.0	0.0	0.0	0.0001	0.0	0.0002	0.0	0.0002	0.0	0.0002	0.0003	0.0	0.0001	0.0001	0.0	0.0001	0.0	0.0	0.0	0.0001	0.0	0.0	0.0002	0.0001	0.0	0.0001	0.0	0.0003	0.0	0.0001	0.0	0.0001	0.0001	0.0003	0.0001	0.0	0.0003	0.0001	0.0	0.0004	0.0003	0.0006	0.0	0.0005	0.0007	0.0	0.0001	0.0	0.0	0.0001	0.0	0.0001	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0002	0.0006	0.0	0.0004	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0006	0.0	0.0	0.0004	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Alkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0001	0.0001	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0006	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0001	0.0	0.0003	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0004	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0039	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.0206	0.0175	0.0383	0.0811	0.0064	0.0311	0.0433	0.0251	0.0529	0.0432	0.0271	0.1328	0.0182	0.0798	0.0345	0.1024	0.0252	0.0234	0.0298	0.0304	0.0603	0.0154	0.0596	0.0795	0.0553	0.0252	0.2146	0.0244	0.0421	0.2484	0.0107	0.0217	0.0462	0.0747	0.0796	0.0469	0.1218	0.1224	0.1005	0.0407	0.0483	0.0478	0.0173	0.0192	0.0236	0.0235	0.0171	0.0345	0.1108	0.1928	0.1664	0.0624	0.0231	0.0187	0.0566
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0002	0.0001	0.0002	0.0018	0.0004	0.0009	0.0024	0.0145	0.0038	0.0	0.0	0.0007	0.0006	0.0005	0.0003	0.0	0.0012	0.0005	0.0002	0.0002	0.0016	0.0007	0.0	0.0014	0.0	0.0057	0.002	0.0098	0.0009	0.0004	0.0	0.0007	0.0	0.0001	0.0022	0.0059	0.0003	0.0025	0.001	0.0006	0.0002	0.0015	0.0012	0.0019	0.0	0.001	0.0002	0.0011	0.002	0.0009	0.0027	0.0	0.0016	0.0001	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0241	0.0087	0.0278	0.0223	0.0048	0.0039	0.0051	0.0304	0.0268	0.0014	0.0116	0.0743	0.0241	0.0108	0.0585	0.023	0.0238	0.1941	0.0026	0.0094	0.0417	0.0104	0.0152	0.0128	0.0283	0.0126	0.2063	0.0336	0.0047	0.223	0.0066	0.0056	0.0639	0.058	0.0257	0.0105	0.2253	0.0356	0.015	0.0387	0.0551	0.0438	0.0047	0.0303	0.0022	0.0387	0.0102	0.016	0.0637	0.181	0.0889	0.0086	0.0121	0.0016	0.0035
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.0034	0.0095	0.006	0.0398	0.0004	0.0056	0.012	0.0106	0.0121	0.0021	0.0078	0.0148	0.0072	0.056	0.0168	0.0555	0.0008	0.0436	0.0004	0.0115	0.0147	0.0101	0.051	0.0142	0.0574	0.0153	0.0727	0.0041	0.0006	0.0301	0.0013	0.0205	0.0187	0.0275	0.0129	0.0027	0.0022	0.0172	0.0067	0.0017	0.0144	0.0037	0.0041	0.004	0.0006	0.0137	0.0025	0.0052	0.0117	0.0182	0.0079	0.0033	0.0025	0.007	0.0007
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.011	0.0034	0.0018	0.0037	0.0003	0.0027	0.0703	0.0093	0.0089	0.0002	0.0108	0.0109	0.0049	0.007	0.0096	0.014	0.0033	0.0014	0.0208	0.0117	0.0124	0.004	0.0047	0.0023	0.0003	0.0038	0.0432	0.0086	0.0015	0.0062	0.0016	0.0113	0.0056	0.0008	0.0191	0.0012	0.0084	0.0163	0.0164	0.0057	0.0214	0.0154	0.0041	0.0151	0.0079	0.0036	0.0014	0.004	0.0181	0.0135	0.018	0.0044	0.0049	0.0166	0.0011
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0.0016	0.0191	0.0014	0.0	0.0017	0.0	0.0008	0.0001	0.0001	0.0	0.0001	0.0	0.0012	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.001	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0001	0.0	0.0	0.0001	0.0	0.0005	0.0008	0.0003	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0	0.0	0.002	0.0279	0.0001	0.0013	0.0	0.0006	0.0004	0.0	0.0007	0.0	0.0	0.0001	0.0	0.0	0.0	0.0001	0.0	0.0003	0.0023	0.0	0.0003	0.0	0.0	0.0001	0.0	0.0	0.0013	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0088	0.0	0.0	0.0027	0.0028	0.0002	0.0	0.0	0.0	0.0	0.0033	0.0	0.0001	0.0001	0.0	0.0001	0.0002
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.0013	0.0	0.003	0.0171	0.0032	0.0076	0.0006	0.0163	0.0026	0.0001	0.0044	0.0023	0.0004	0.0022	0.0012	0.0001	0.002	0.0036	0.0862	0.0052	0.0003	0.0071	0.0109	0.0043	0.0006	0.0106	0.0	0.0003	0.002	0.0002	0.0052	0.0334	0.0001	0.0002	0.0002	0.0051	0.0032	0.0011	0.0231	0.0029	0.0	0.0007	0.0119	0.0009	0.0001	0.0045	0.0027	0.0026	0.0056	0.0	0.0201	0.002	0.0023	0.0017	0.0155
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0006	0.0	0.0003	0.0177	0.0168	0.008	0.0015	0.0018	0.0014	0.0001	0.0032	0.0094	0.0002	0.0001	0.0035	0.0	0.0017	0.0004	0.0003	0.0012	0.0087	0.0035	0.0046	0.0003	0.0069	0.0034	0.0488	0.0012	0.0097	0.0021	0.0003	0.0	0.0001	0.0002	0.0126	0.0078	0.002	0.0054	0.0043	0.0012	0.0001	0.0015	0.0059	0.0023	0.0039	0.0081	0.0004	0.0155	0.0022	0.0001	0.0061	0.0	0.0047	0.0004	0.0018
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	0.0105	0.0039	0.0058	0.0041	0.0024	0.0149	0.0122	0.0032	0.0186	0.0262	0.0196	0.0035	0.0122	0.0015	0.0199	0.0589	0.008	0.0171	0.0147	0.0071	0.0008	0.0005	0.008	0.015	0.0715	0.0071	0.0397	0.0028	0.0037	0.0275	0.0005	0.0124	0.0006	0.0085	0.0204	0.001	0.0401	0.0028	0.0376	0.0017	0.0447	0.0269	0.0132	0.0048	0.0035	0.0082	0.0149	0.0062	0.0017	0.0261	0.02	0.0149	0.0021	0.0034	0.0017
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.0004	0.0	0.0	0.0	0.0001	0.0	0.0001	0.0002	0.0003	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0005	0.0001	0.0001	0.0	0.0003	0.0003	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0005
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfonispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Niigata-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0.0	0.0013	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0002	0.0001	0.0029	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.0021	0.0006	0.001	0.0	0.0002	0.0001	0.0002	0.0256	0.0012	0.0	0.0001	0.0018	0.004	0.0001	0.0096	0.0	0.0004	0.0	0.0	0.0007	0.0001	0.0008	0.0	0.0001	0.0011	0.0006	0.0005	0.0021	0.0004	0.0	0.0124	0.0	0.0002	0.0	0.0	0.0005	0.0019	0.0	0.0001	0.0006	0.0001	0.0001	0.0018	0.0002	0.0	0.0017	0.005	0.0001	0.0004	0.0	0.0001	0.0	0.0008	0.0	0.0003
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
